taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,c_pu_weekday,c_pu_weekend
1,1,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,03:00:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.000000000000078,0.0
1,8,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,05:00:00,1.000000000000004,1.9375781250000061,0.05,0.2,0.6321205588285592,0.8559475954322789,20.000000000000078,19.37578125000006
1,12,05:30:00,1.000000000000004,0.0,0.05,0.0,0.6321205588285592,0.0,20.000000000000078,0.0
1,13,06:00:00,1.9538085937500003,1.000000000000003,0.3,0.1,0.8582667619918749,0.6321205588285588,39.07617187500001,10.000000000000032
